SpatialPoints:
                x        y
   [1,] -68.75632 45.28724
   [2,] -71.28202 44.66643
   [3,] -67.71593 44.33005
   [4,] -71.03904 43.40557
   [5,] -70.28997 41.56192
   [6,] -69.65260 45.74800
   [7,] -69.49952 44.83077
   [8,] -71.96878 41.92100
   [9,] -67.52617 45.46528
  [10,] -69.60255 45.36788
  [11,] -70.97831 43.98633
  [12,] -69.56081 43.36701
  [13,] -70.46890 41.45682
  [14,] -73.47876 41.67711
  [15,] -71.41729 43.21078
  [16,] -67.93698 46.89394
  [17,] -69.86246 40.85607
  [18,] -70.59196 43.15647
  [19,] -70.86885 43.69400
  [20,] -68.97149 46.99687
  [21,] -73.02985 41.26598
  [22,] -68.77926 44.98215
  [23,] -70.83517 41.71062
  [24,] -68.78952 45.16491
  [25,] -69.51800 45.41118
  [26,] -68.43920 47.01978
  [27,] -68.80538 46.81051
  [28,] -69.55306 43.82511
  [29,] -71.02790 43.10757
  [30,] -68.50896 47.14719
  [31,] -72.67597 42.10132
  [32,] -70.91208 44.78468
  [33,] -67.47531 45.04723
  [34,] -68.93936 44.34487
  [35,] -68.09934 44.77247
  [36,] -72.21872 41.70790
  [37,] -68.66056 44.96522
  [38,] -71.33213 43.48464
  [39,] -71.46841 41.15023
  [40,] -72.72950 41.47102
  [41,] -67.12851 45.24564
  [42,] -68.49520 46.44448
  [43,] -72.70194 41.73816
  [44,] -72.23112 41.93183
  [45,] -73.27570 41.06639
  [46,] -68.28854 46.43878
  [47,] -70.48844 44.06138
  [48,] -73.42669 42.26083
  [49,] -67.43652 44.85343
  [50,] -69.72751 45.16118
  [51,] -70.61151 41.68402
  [52,] -69.09059 44.45132
  [53,] -67.43396 45.10005
  [54,] -70.67643 43.85684
  [55,] -70.14256 43.86478
  [56,] -72.78393 41.84565
  [57,] -68.34399 46.53648
  [58,] -70.15328 44.35317
  [59,] -73.26032 41.67904
  [60,] -68.05381 44.04783
  [61,] -72.72546 41.27164
  [62,] -70.31303 41.10828
  [63,] -68.13178 44.28505
  [64,] -67.14488 45.04282
  [65,] -69.98396 43.39382
  [66,] -71.11716 44.59106
  [67,] -70.35166 43.73365
  [68,] -73.00763 41.05146
  [69,] -68.06952 45.22314
  [70,] -72.46592 42.20525
  [71,] -69.58221 41.48286
  [72,] -67.93011 46.55516
  [73,] -70.80439 43.16690
  [74,] -71.05989 41.55137
  [75,] -68.83779 46.84592
  [76,] -68.78904 47.04564
  [77,] -70.47971 43.70861
  [78,] -70.85415 41.88037
  [79,] -71.81298 41.25028
  [80,] -73.12550 40.93293
  [81,] -70.04685 41.75342
  [82,] -68.74956 45.19845
  [83,] -73.71714 42.17701
  [84,] -71.18701 43.39301
  [85,] -70.11719 41.13771
  [86,] -70.86719 43.41814
  [87,] -72.73229 41.18015
  [88,] -71.18022 43.71610
  [89,] -70.63644 43.97522
  [90,] -70.56115 44.51704
  [91,] -71.43807 41.14103
  [92,] -69.36934 44.51980
  [93,] -68.28068 47.16176
  [94,] -68.69922 43.99536
  [95,] -73.31875 41.82359
  [96,] -69.88566 43.46608
  [97,] -71.85364 41.73771
  [98,] -69.31007 45.77058
  [99,] -68.47671 44.59738
 [100,] -69.54838 43.45583
 [101,] -70.91141 41.17295
 [102,] -70.27366 43.34402
 [103,] -71.51883 43.22860
 [104,] -67.66391 44.73781
 [105,] -71.54083 41.44532
 [106,] -68.59727 43.94485
 [107,] -71.46137 43.45053
 [108,] -70.00877 43.24818
 [109,] -67.86831 44.07656
 [110,] -68.85721 46.52977
 [111,] -71.50390 41.40919
 [112,] -68.91096 44.74489
 [113,] -67.05728 45.00377
 [114,] -69.15803 43.74944
 [115,] -71.32152 44.00610
 [116,] -70.61340 41.75223
 [117,] -69.11528 45.34737
 [118,] -69.30182 44.90476
 [119,] -72.04607 41.34957
 [120,] -69.21398 44.61953
 [121,] -70.64916 44.41242
 [122,] -71.23278 44.26805
 [123,] -70.80830 44.44223
 [124,] -68.16531 44.76060
 [125,] -70.74123 43.07158
 [126,] -71.17172 41.33010
 [127,] -67.21840 45.14666
 [128,] -67.76148 45.25712
 [129,] -73.40601 42.41282
 [130,] -71.45700 41.20631
 [131,] -71.39418 44.49547
 [132,] -69.45510 43.86164
 [133,] -72.72885 40.90268
 [134,] -70.73736 41.39852
 [135,] -70.67723 41.67268
 [136,] -68.67990 44.11422
 [137,] -71.24904 43.72039
 [138,] -73.65455 41.96103
 [139,] -73.04700 42.02642
 [140,] -72.13229 42.28860
 [141,] -71.68222 40.97126
 [142,] -68.90349 43.94832
 [143,] -68.05500 46.82189
 [144,] -71.42031 41.93191
 [145,] -70.92254 43.35484
 [146,] -73.03408 41.27396
 [147,] -68.87485 43.84004
 [148,] -70.22929 40.91055
 [149,] -70.04280 44.28761
 [150,] -70.81275 43.20922
 [151,] -71.67832 41.16444
 [152,] -69.57623 45.46108
 [153,] -67.98541 45.06752
 [154,] -71.13372 41.31366
 [155,] -67.86572 44.01948
 [156,] -70.13257 45.36361
 [157,] -67.29510 45.21486
 [158,] -69.37460 44.98496
 [159,] -67.20438 45.26108
 [160,] -73.06083 41.81690
 [161,] -69.84287 43.97637
 [162,] -71.45350 44.34183
 [163,] -70.82285 44.83695
 [164,] -67.75690 45.08574
 [165,] -70.57253 44.32370
 [166,] -70.01696 45.57739
 [167,] -70.94367 43.65207
 [168,] -73.48838 42.38466
 [169,] -69.79833 44.35510
 [170,] -72.36019 41.68034
 [171,] -68.98690 43.78396
 [172,] -68.16618 44.41373
 [173,] -73.02246 42.18843
 [174,] -73.25383 41.78237
 [175,] -67.82070 44.63292
 [176,] -70.86175 43.95134
 [177,] -72.57797 41.20428
 [178,] -67.62548 45.41408
 [179,] -68.18347 46.72438
 [180,] -71.40716 41.32676
 [181,] -68.58520 44.35936
 [182,] -70.64599 44.16426
 [183,] -69.63683 44.97839
 [184,] -71.81297 41.73151
 [185,] -69.27748 43.50673
 [186,] -71.11065 43.22296
 [187,] -71.80005 41.06797
 [188,] -70.53710 43.64082
 [189,] -68.04222 44.99559
 [190,] -69.60220 44.65802
 [191,] -68.45510 44.65779
 [192,] -67.85410 44.54498
 [193,] -68.40526 44.26712
 [194,] -72.66200 40.88856
 [195,] -67.21950 44.89685
 [196,] -67.90229 44.30764
 [197,] -69.91096 41.50484
 [198,] -69.80897 45.44973
 [199,] -69.05744 46.65674
 [200,] -68.19519 46.43670
 [201,] -73.63990 42.06407
 [202,] -70.22198 41.18833
 [203,] -68.62784 44.20064
 [204,] -69.70107 41.22598
 [205,] -69.22611 45.80803
 [206,] -68.96310 46.50530
 [207,] -67.35456 45.46879
 [208,] -68.85963 44.23336
 [209,] -67.27607 45.29576
 [210,] -72.46649 41.42751
 [211,] -70.48063 43.14626
 [212,] -73.58748 42.16764
 [213,] -69.88605 45.14948
 [214,] -67.98317 44.81288
 [215,] -70.29108 41.77141
 [216,] -69.99867 44.21734
 [217,] -69.44255 45.85451
 [218,] -70.22357 44.09518
 [219,] -69.70545 43.88847
 [220,] -70.93664 41.49089
 [221,] -71.61032 41.59256
 [222,] -73.35123 41.52686
 [223,] -70.85375 44.47053
 [224,] -67.74963 44.23496
 [225,] -67.81389 45.05209
 [226,] -69.98517 41.36433
 [227,] -69.69108 41.36188
 [228,] -69.85718 44.27740
 [229,] -69.60504 44.80898
 [230,] -70.63018 43.62754
 [231,] -68.35779 46.35568
 [232,] -68.63602 43.76218
 [233,] -68.95821 43.94945
 [234,] -71.95132 41.68676
 [235,] -73.46494 42.28335
 [236,] -68.82672 44.11621
 [237,] -72.26192 41.62841
 [238,] -72.42312 42.02756
 [239,] -70.69557 43.98349
 [240,] -67.27483 44.91027
 [241,] -70.51724 43.12748
 [242,] -68.73201 47.04310
 [243,] -72.05639 41.78319
 [244,] -69.76839 40.89011
 [245,] -69.02330 44.16650
 [246,] -68.42772 46.88649
 [247,] -68.00145 46.48866
 [248,] -70.11233 44.63849
 [249,] -73.48944 41.70888
 [250,] -69.00990 44.86600
 [251,] -73.17602 42.37429
 [252,] -68.77786 44.14404
 [253,] -68.78704 45.18549
 [254,] -71.36506 41.56671
 [255,] -72.62280 41.27450
 [256,] -71.05545 41.19798
 [257,] -71.52892 43.31746
 [258,] -69.22414 43.96123
 [259,] -73.71431 42.11428
 [260,] -70.26059 44.33041
 [261,] -73.39780 42.05342
 [262,] -71.04522 43.36566
 [263,] -68.24138 46.80605
 [264,] -69.52778 45.61877
 [265,] -68.72390 44.98318
 [266,] -68.45877 46.60174
 [267,] -68.21707 46.44705
 [268,] -70.86814 44.10476
 [269,] -73.10071 41.36569
 [270,] -67.97804 45.32569
 [271,] -69.41764 44.09866
 [272,] -70.53383 44.35064
 [273,] -69.42069 44.61812
 [274,] -68.19710 44.93367
 [275,] -69.62249 41.23224
 [276,] -69.09556 44.50156
 [277,] -70.67027 43.65464
 [278,] -68.82061 45.33862
 [279,] -71.06183 44.53797
 [280,] -67.86980 45.00393
 [281,] -70.03959 41.03836
 [282,] -72.26780 41.20848
 [283,] -69.20768 44.09960
 [284,] -67.79694 44.16509
 [285,] -68.55417 46.89149
 [286,] -71.28947 44.33706
 [287,] -69.11904 45.28009
 [288,] -70.77146 43.99988
 [289,] -70.18976 44.05388
 [290,] -72.64437 41.72075
 [291,] -69.61734 44.39601
 [292,] -70.88370 40.90729
 [293,] -70.14847 43.02920
 [294,] -69.32994 45.58178
 [295,] -70.22188 44.58693
 [296,] -71.39114 41.35861
 [297,] -72.67863 41.76984
 [298,] -72.41724 41.71874
 [299,] -70.21396 41.23603
 [300,] -69.31429 44.62959
 [301,] -69.52494 44.33057
 [302,] -69.44101 43.88513
 [303,] -70.46933 43.27788
 [304,] -72.20743 41.99653
 [305,] -69.81873 44.25340
 [306,] -70.02670 41.11616
