"year","author","title","review","gene","kw"
"2020","WOLDEYOHANNES AB","CURRENT AND PROJECTED ECO-GEOGRAPHIC ADAPTATION AND PHENOTYPIC DIVERSITY OF ETHIOPIAN TEFF (ERAGROSTIS TEFF) ACROSS ITS CULTIVATION RANGE",0,TRUE,"ETHIOPIA; SMALLHOLDER AGRICULTURE; BIOCLIM; SPECIES DISTRIBUTION; MODELLING; ERAGROSTIS TEF; BREEDING; ZUCC. TROTTER GERMPLASM; GENETIC DIVERSITY; CLIMATE-CHANGE; ORIGINS; REGIONS; BARLEYS; WESTERN; AFRICA; TRAITS"
"2020","SHABANI F","INVASIVE WEED SPECIES' THREATS TO GLOBAL BIODIVERSITY: FUTURE SCENARIOS OF CHANGES IN THE NUMBER OF INVASIVE SPECIES IN A CHANGING CLIMATE",0,FALSE,"CLIMATE CHANGE; GLOBAL BIODIVERSITY; INVASIVE SPECIES; DISTRIBUTION MODELS; ALIEN PLANT; BIOLOGICAL INVASIONS; RANGE SHIFTS; IMPACTS; RISK; MAXENT; PERFORMANCE; ADAPTATION; DISTRIBUTIONS"
"2020","RIDDELL E","TERRESTRIAL SALAMANDERS MAINTAIN HABITAT SUITABILITY UNDER CLIMATE CHANGE DESPITE TRADE-OFFS BETWEEN WATER LOSS AND GAS EXCHANGE*",0,TRUE,"ACCLIMATION; CLIMATE CHANGE; TRADE-OFFS; WATER LOSS; METABOLISM; GAS; EXCHANGE; MECHANISTIC SPECIES DISTRIBUTION MODELS; PLETHODONTID SALAMANDERS; ENERGY ASSIMILATION; THERMAL SENSITIVITY; GENETIC ADAPTATION; PHYSIOLOGY; LUNGLESS; CONSTRAINTS; TEMPERATURE; PERFORMANCE"
"2020","QUEIROS L","ASSESSING THE DRIVERS AND THE RECRUITMENT POTENTIAL OF EUCALYPTUS GLOBULUS IN THE IBERIAN PENINSULA",0,FALSE,"BOOSTED REGRESSION TREES; EUCALYPTUS GLOBULUS RECRUITMENT; EUCALYPT; PLANTATIONS; GOOGLE STREET VIEW; NATURAL ESTABLISHMENT; SPECIES; DISTRIBUTION MODELS; WILDLINGS; WILDLING ESTABLISHMENT; SEEDLING RECRUITMENT; INVASION; DISPERSAL; TREES; INVASIVENESS; DIVERSITY; AUSTRALIA; REGION"
"2020","SHIROYAMA R","EFFECT OF SAMPLE SIZE ON HABITAT SUITABILITY ESTIMATION USING RANDOM FORESTS: A CASE OF BLUEGILL, LEPOMIS MACROCHIRUS",0,FALSE,"SPECIES DISTRIBUTION MODEL; PARTIAL DEPENDENCE FUNCTION; BLUEGILL; HABITAT SUITABILITY; RANDOM FORESTS; SPECIES DISTRIBUTION; NEURAL-NETWORKS; DISTRIBUTIONS; ACCURACY; FISH; CLASSIFICATION; PERFORMANCE; REGRESSION; IMPACTS"
"2020","ARNTZEN JW","ENVIRONMENTAL CORRELATES OF THE EUROPEAN COMMON TOAD HYBRID ZONE",0,FALSE,"BUFO BUFO; BUFO SPINOSUS; DIAGNOSTIC SNP MARKERS; FRANCE; ITALY; TWO-SPECIES DISTRIBUTION MODEL; BUFO-BUFO; CLIMATE"
"2020","HILEMAN ET","LANDSCAPE DOMINANCE OF INTRODUCED HERPETOFAUNA ON AN OCEANIC ISLAND",0,FALSE,"HERPETOFAUNA; INVASIVE; ISLAND; LIZARD; OCCUPANCY; SPECIES DISTRIBUTION; MODEL; ESTIMATING SITE OCCUPANCY; BROWN TREE SNAKE; BOIGA-IRREGULARIS; GEKKONID; LIZARDS; IMPACTS; GUAM; EXTINCTION; REPTILES; COOCCURRENCE; PATTERNS"
"2020","YU C","DISTRIBUTION MODELLING OF THE ENDANGERED SPOTTED GREENSHANK (TRINGA GUTTIFER) IN A KEY AREA WITHIN ITS WINTER RANGE",0,FALSE,"NORDMANN'S GREENSHANK; SPECIES DISTRIBUTION MODELS; THAILAND; SPECIES DISTRIBUTION; MANGROVE FORESTS; CALIDRIS-CANUTUS; HABITAT; SHOREBIRDS; RESPONSES; ECOLOGY; FLATS; FOOD"
"2020","YUN S","HOST-PARASITE INTERACTION AUGMENTS CLIMATE CHANGE EFFECT IN AN AVIAN BROOD PARASITE, THE LESSER CUCKOO CUCULUS POLIOCEPHALUS",0,FALSE,"AVIAN BROOD PARASITE; BIOTIC INTERACTION; CLIMATE CHANGE; LESSER CUCKOO; OVERLAP AREA; SPATIAL MISMATCH; SPECIES DISTRIBUTION MODEL; SPECIES DISTRIBUTION MODELS; PHENOTYPIC PLASTICITY; BIOTIC INTERACTIONS; MIGRATION PHENOLOGY; SPRING ARRIVAL; DISTRIBUTIONS; MISMATCH; RANGE; PATTERNS; IMPACTS"
"2020","CLASON AJ","LATITUDINAL LIMIT NOT A COLD LIMIT: COLD TEMPERATURES DO NOT CONSTRAIN AN ENDANGERED TREE SPECIES AT ITS NORTHERN EDGE",0,FALSE,"COLD RANGE LIMITS; HIERARCHICAL BAYES; LATITUDINAL LIMIT; NICHE LIMITS; RANGE LIMITS; SPECIES AT RISK; SPECIES DISTRIBUTION MODEL; CLIMATE-CHANGE IMPACTS; MOUNTAIN PINE-BEETLE; SUB-ALPINE FORESTS; WHITEBARK-PINE; DISTRIBUTION MODELS; PRESENCE-ABSENCE; ROCKY-MOUNTAINS; BLISTER RUST; RANGE; HABITAT"
