SpatialPoints:
                x        y
   [1,] -72.83926 41.46467
   [2,] -71.56762 41.05391
   [3,] -70.36995 41.04194
   [4,] -70.69211 41.60785
   [5,] -69.94923 41.63423
   [6,] -71.04241 40.98724
   [7,] -71.18088 41.48671
   [8,] -70.74330 41.09788
   [9,] -73.10002 41.65063
  [10,] -72.35527 41.37689
  [11,] -71.05234 41.41937
  [12,] -70.96956 41.43586
  [13,] -73.46192 41.24995
  [14,] -70.44323 41.42822
  [15,] -71.60206 41.05826
  [16,] -69.98158 41.62369
  [17,] -72.42460 40.93201
  [18,] -73.37876 41.44576
  [19,] -70.58429 40.93689
  [20,] -70.47377 41.15551
  [21,] -72.96409 41.25523
  [22,] -71.22244 41.45743
  [23,] -70.01521 40.92685
  [24,] -70.09529 41.46562
  [25,] -71.60880 41.13355
  [26,] -69.71932 41.15951
  [27,] -71.46569 41.40836
  [28,] -70.84414 41.83861
  [29,] -69.85759 41.39798
  [30,] -72.73834 41.13761
  [31,] -70.70749 41.82092
  [32,] -70.70675 40.95563
  [33,] -70.63859 40.96415
  [34,] -71.38908 41.08599
  [35,] -70.35342 41.63773
  [36,] -69.71176 41.64387
  [37,] -70.75509 41.08463
  [38,] -70.65833 41.36495
  [39,] -70.73767 41.13676
  [40,] -71.30661 41.82241
  [41,] -73.01907 41.40139
  [42,] -72.77943 41.58864
  [43,] -71.11184 41.06566
  [44,] -72.69718 41.18827
  [45,] -69.87596 40.93989
  [46,] -69.93137 40.85371
  [47,] -70.92037 41.68119
  [48,] -73.27826 41.41311
  [49,] -70.90918 41.15377
  [50,] -70.10368 40.99697
  [51,] -70.76384 41.70337
  [52,] -72.29893 41.32166
  [53,] -72.12516 41.61805
  [54,] -72.74731 41.48195
  [55,] -72.35321 41.03031
  [56,] -73.13620 41.54833
  [57,] -70.75745 41.12887
  [58,] -70.13542 41.28098
  [59,] -71.75495 41.68054
  [60,] -72.21000 41.48546
  [61,] -70.98711 41.82709
  [62,] -70.58579 41.52300
  [63,] -71.10378 41.58305
  [64,] -69.63092 41.30163
  [65,] -71.29112 41.75494
  [66,] -72.84210 41.26682
  [67,] -69.96816 41.51360
  [68,] -70.72792 41.10959
  [69,] -71.55045 41.91117
  [70,] -72.52027 41.76284
  [71,] -71.06081 41.73648
  [72,] -72.91059 41.49331
  [73,] -71.95845 41.74118
  [74,] -70.14656 41.65751
  [75,] -70.43282 41.70139
  [76,] -70.34786 41.24558
  [77,] -72.46943 41.57896
  [78,] -70.88303 41.77202
  [79,] -69.96705 40.95741
  [80,] -72.95715 41.39998
  [81,] -72.97790 41.73068
  [82,] -70.47138 41.45581
  [83,] -72.73094 41.20471
  [84,] -70.56898 41.62599
  [85,] -71.45985 41.04475
  [86,] -69.68064 41.13561
  [87,] -73.06491 41.18256
  [88,] -71.20202 41.17885
  [89,] -73.37623 41.10833
  [90,] -73.38161 41.31204
  [91,] -73.28188 41.65534
  [92,] -72.30134 41.34642
  [93,] -71.93210 41.60175
  [94,] -71.20942 41.80778
  [95,] -69.57846 41.38732
  [96,] -72.26190 41.46277
  [97,] -72.35275 41.08868
  [98,] -70.05054 40.88716
  [99,] -72.96419 41.10223
 [100,] -69.96141 40.98871
 [101,] -70.97147 41.29906
 [102,] -73.15711 41.02111
 [103,] -72.39568 41.43343
 [104,] -73.06117 41.33070
 [105,] -72.74596 41.71091
 [106,] -71.47839 41.18333
 [107,] -73.26550 41.40621
 [108,] -70.30785 41.31122
 [109,] -71.53064 41.80150
 [110,] -73.12659 41.45623
 [111,] -70.03419 41.69292
 [112,] -71.18872 40.98755
 [113,] -70.48348 41.60178
 [114,] -70.48798 41.65946
 [115,] -69.95750 41.09865
 [116,] -69.88597 41.23995
 [117,] -72.94257 41.22756
 [118,] -72.61308 41.76233
 [119,] -69.98554 41.05358
 [120,] -72.78239 40.87375
 [121,] -73.35983 41.08692
 [122,] -69.55525 41.37988
 [123,] -72.06420 41.42662
 [124,] -69.51373 41.03980
 [125,] -71.47256 41.11332
 [126,] -71.22666 41.75492
 [127,] -72.60065 41.68738
 [128,] -72.36499 41.74292
 [129,] -71.14100 41.11031
 [130,] -72.42582 41.13659
 [131,] -73.01155 41.95415
 [132,] -73.02953 41.89183
 [133,] -71.01249 41.16476
 [134,] -69.67303 41.10547
 [135,] -71.35266 41.38055
 [136,] -73.17978 41.19203
 [137,] -70.71373 41.33369
 [138,] -70.31131 41.25757
 [139,] -72.61010 41.71932
 [140,] -71.78998 41.32752
 [141,] -70.46585 41.63012
 [142,] -69.95624 41.28116
 [143,] -72.77111 40.85521
 [144,] -73.37238 41.11533
 [145,] -72.02726 41.61020
 [146,] -70.68063 41.59596
 [147,] -70.66636 41.07368
 [148,] -72.52446 40.93561
 [149,] -72.50868 41.54538
 [150,] -72.48485 41.30596
 [151,] -69.48297 41.34039
 [152,] -71.25875 41.72919
 [153,] -73.18365 41.37476
 [154,] -72.40608 41.47662
 [155,] -71.07160 41.14851
 [156,] -72.54995 41.81233
 [157,] -69.48307 41.07115
