"lon","lat"
-71.6658170245165,41.929019178173
-71.4402052584294,41.5969836240638
-72.8291926931096,41.8348306300068
-73.0395825113572,41.2559552807332
-68.7389101602408,44.7106062052633
-69.1606514132672,43.864214654442
-68.7502796672227,44.6212959244191
-73.7270093425521,42.1500401876086
-71.1177999983984,43.3785764547452
-70.0857363529229,43.4385156151046
-70.1064119171146,44.0210835688302
-70.6243044426164,43.5040665354716
-69.5494867274123,43.7244083385204
-69.8161250750685,43.5480310176578
-72.191310767284,41.2714937035757
-70.4759242969429,43.2145586610264
-69.6636841945304,43.476078053067
-70.1713085969001,43.636379499974
-71.8353974523284,42.0275285499724
-72.3515267455024,41.5528242678007
-72.9013904268601,41.0089143125718
-72.6944983894089,41.3072735399429
-70.2949784635174,42.9232438378225
-72.9741064368374,41.8174071670268
-68.6056504325637,43.982762215812
-68.6179404029756,43.7902290336667
-73.4402534820809,41.7629204944896
-73.6252188647836,41.6434930805871
-72.3300091907253,41.7894611839657
-71.0714186542792,43.0437988399839
-68.5114957954593,44.4650806426222
-69.6084295105562,44.2973825555699
-72.9866022972859,41.2201679689903
-68.3438037052408,44.6290794661079
-72.8336657264714,41.9119263081529
-72.8575783746908,41.8232169084591
-73.6037195793684,42.0573622656682
-72.8547228018271,42.1617352386998
-70.1969496374751,43.9951905768035
-69.2588821782261,43.8919678448475
-72.7209752414453,41.7037155409322
-68.8561839418144,44.036551918649
-70.172388523691,43.0762278290901
-69.4370974384737,43.3936068799746
-72.4077980395349,42.3507000852188
-69.5508530975475,44.1784831381283
-71.869004944451,41.3482122376806
-69.5297707060568,44.2256655630465
-73.0368962789776,42.3973464639608
-70.1996857116301,43.8072332699046
-71.7327943067267,41.7155616128922
-73.4728739711506,42.0302069126816
-72.1080465987106,41.4806367262235
-69.9781152171821,43.4924696713755
-72.441247882103,41.3542687319211
-69.4554187171598,43.5526326028924
-72.1208398313638,42.2848840179421
-70.4010061974131,43.1885433669064
-68.8937642289705,43.6771914263419
-72.6061714567502,41.085033633889
-72.5762738430099,41.5819623882691
-73.0648946844685,42.3981877085026
-72.873305310595,41.5944627917049
-72.2045241072769,42.0825776793506
-69.9461486405105,43.9189322410943
-72.0807924710768,41.8270237258648
-71.0676177255231,43.2427314374722
-68.4991662813608,44.2690006746843
-69.8885971050748,44.0752524675616
-73.0285011112779,41.9178532578858
-73.0399341082515,42.0428915770064
-73.5626897085833,42.1888003782461
-68.2691781158316,44.1214361597
-68.8266735161813,43.9092622632911
-71.489196155586,41.6448334719975
-72.9625622183386,41.6511380899349
-71.1202339871592,43.201114820908
-68.6349741011104,44.2966131572471
-68.693384177438,44.5901997259067
-69.3369822897487,44.3678874225904
-69.3261185775691,43.969158608913
-73.0598390212998,41.722960376571
-72.9256007897417,41.1006835395556
-70.4466581517771,42.8614932585319
-70.4676627634596,43.489208126317
-71.8900270959121,42.1558403614917
-70.7553269673441,43.4802319517298
-68.466424279445,44.4378205223744
-72.6303973547482,41.5864011298395
-70.8418082369424,43.5844398733391
-69.7170805336888,44.0522340007771
-72.3309950296935,41.9145100186094
-71.9815705448462,42.2580970308286
-72.7611227806958,41.6608664487831
-72.4912293232957,41.4875343512131
-73.0003647698716,41.1224898405168
-70.3950431166846,42.8409336671026
-73.5441485952088,42.0027120909025
-72.6352383891234,41.2515065603471
-71.9304690200011,41.2586868876866
-69.9148112976415,43.8566175141999
-68.7254829751813,44.4491358247358
-69.3094692019981,44.394446506168
-72.8343350223842,41.9516533472066
-71.3868280928288,41.4047797840543
-71.7989972316727,41.2844019186405
-71.3220126093047,41.5906160133399
-68.6926260469731,44.6823910289306
-72.9663341722144,41.1259170185054
-72.0483717727813,41.4432033211494
-73.3260452390578,42.339494768456
-70.6840689653326,43.1175022386683
-70.9036045801664,42.9884878332208
-73.2898374172386,41.8807356930373
-69.6758387697093,43.5847134668948
-73.3688019022588,42.2658955161008
-70.1144552916499,43.1065636341373
-68.8659246885552,44.3115114225282
-72.0969141007273,42.3169962457289
-69.1551663964071,44.0298072624446
-73.0626013739901,42.3762370260751
-72.8860542511789,41.3249344928239
-72.2339174936684,42.1034782063337
-72.1132432027575,41.805555944826
-68.6250818135526,44.2396446384559
-70.2206829394963,43.0814779791077
-73.0375287478528,42.0979327113255
-68.7116674622945,44.592750059254
-72.3845001200811,41.0869074416988
-73.1146538964775,41.9932784131047
-70.8902580512872,42.9730687502767
-72.2823370323359,41.0558272377845
-69.3665870211319,44.2383861527208
-71.5471422710668,42.0500518275456
-71.9440473235585,41.2140764176298
